x,R,Tg w/CO3,Tg CO3 free,,,,,,Sodium Borate Experimental Values,,,,,
0.747729566,2.964,521.6438827,511.68,,,,,,,,,,,
0.74779319,2.965,521.6570995,511.68,,,,,,,,,,,
0.747856783,2.966,521.6703208,511.68,,,,,,,,,,,
0.747920343,2.967,521.6835465,511.68,,,,,,,,,,,
0.747983871,2.968,521.6967766,511.68,,,,,,,,,,,
0.748047367,2.969,521.7100111,511.68,,,,,,,,,,,
0.748110831,2.97,521.7232501,511.68,,,,,,,,,,,
0.748174263,2.971,521.7364934,511.68,,,,,,,,,,,
0.748237664,2.972,521.7497411,511.68,,,,,,,,,,,
0.748301032,2.973,521.7629932,511.68,,,,,,,,,,,
0.748364368,2.974,521.7762497,511.68,,,,,,,,,,,
0.748427673,2.975,521.7895106,511.68,,,,,,,,,,,
0.748490946,2.976,521.8027758,511.68,,,,,,,,,,,
0.748554187,2.977,521.8160455,511.68,,,,,,,,,,,
0.748617396,2.978,521.8293195,511.68,,,,,,,,,,,
0.748680573,2.979,521.8425979,511.68,,,,,,,,,,,
0.748743719,2.98,521.8558806,511.68,,,,,,,,,,,
0.748806832,2.981,521.8691678,511.68,,,,,,,,,,,
0.748869915,2.982,521.8824593,511.68,,,,,,,,,,,
0.748932965,2.983,521.8957551,511.68,,,,,,,,,,,
0.748995984,2.984,521.9090553,511.68,,,,,,,,,,,
0.749058971,2.985,521.9223599,511.68,,,,,,,,,,,
0.749121927,2.986,521.9356688,511.68,,,,,,,,,,,
0.749184851,2.987,521.9489821,511.68,,,,,,,,,,,
0.749247743,2.988,521.9622997,511.68,,,,,,,,,,,
0.749310604,2.989,521.9756217,511.68,,,,,,,,,,,
0.749373434,2.99,521.988948,511.68,,,,,,,,,,,
0.749436232,2.991,522.0022786,511.68,,,,,,,,,,,
0.749498998,2.992,522.0156136,511.68,,,,,,,,,,,
0.749561733,2.993,522.0289529,511.68,,,,,,,,,,,
0.749624437,2.994,522.0422965,511.68,,,,,,,,,,,
0.749687109,2.995,522.0556445,511.68,,,,,,,,,,,
0.74974975,2.996,522.0689967,511.68,,,,,,,,,,,
0.749812359,2.997,522.0823533,511.68,,,,,,,,,,,
0.749874937,2.998,522.0957142,511.68,,,,,,,,,,,
0.749937484,2.999,522.1090794,511.68,,,,,,,,,,,
